0.8577,0.12793,0.0024149,0.011957
0.81144,0.12843,0.019096,0.04103
0.40558,0.063096,0.31699,0.21434
0.18716,0.21239,0.42736,0.1731
0.022775,0.53524,0.27386,0.16813
0.10529,0.29103,0.37375,0.22993
0.40266,0.065319,0.33073,0.20129
0.39875,0.065462,0.33189,0.20391
0.435,0.069123,0.30687,0.189
0.089501,0.032182,0.54292,0.3354
0.41015,0.06563,0.32163,0.20259
0.39105,0.06404,0.33539,0.20953
0.47465,0.054403,0.29888,0.17207
0.52896,0.084538,0.27973,0.10677
0.40012,0.063417,0.33394,0.20252
0.40711,0.066071,0.32789,0.19892
0.41283,0.066047,0.32333,0.1978
0.21344,0.034591,0.44982,0.30215
0.36387,0.058874,0.30728,0.26997
0.37352,0.059575,0.30089,0.26602
0.39649,0.065263,0.31814,0.22011
0.40293,0.06523,0.33463,0.19721
0.39873,0.064836,0.33756,0.19888
0.44424,0.068222,0.35463,0.13291
0.41159,0.065863,0.32206,0.20049
0.4006,0.06437,0.33144,0.20359
0.40043,0.065082,0.33069,0.20379
0.39736,0.065097,0.33051,0.20704
0.409,0.066379,0.32421,0.20041
0.40063,0.065104,0.33083,0.20344
0.40908,0.066643,0.32392,0.20037
0.41028,0.065669,0.32159,0.20247
0.61516,0.10566,0.19922,0.079957
0.43089,0.040796,0.3217,0.20662
0.39789,0.064004,0.31981,0.21829
0.39989,0.06349,0.32643,0.21019
0.41102,0.06468,0.31853,0.20577
0.38767,0.061243,0.33322,0.21787
0.39513,0.062953,0.32793,0.214
0.4074,0.064398,0.32158,0.20662
0.40604,0.064391,0.32371,0.20586
0.40113,0.063721,0.32687,0.20828
0.41479,0.065775,0.31791,0.20153
0.38546,0.060743,0.34013,0.21367
0.42053,0.067357,0.31418,0.19794
0.4061,0.065246,0.32432,0.20434
0.40087,0.064442,0.32678,0.20791
0.39149,0.063715,0.3376,0.20719
0.40735,0.065568,0.32378,0.2033
0.3905,0.06323,0.33454,0.21173
0.41072,0.066057,0.32148,0.20174
0.40093,0.064488,0.32721,0.20737
0.39178,0.063416,0.33344,0.21136
0.41276,0.065089,0.32009,0.20206
0.4044,0.063978,0.3255,0.20612
0.40486,0.062964,0.32971,0.20246
0.4103,0.062838,0.32171,0.20515
0.40084,0.061974,0.32761,0.20957
0.40726,0.063552,0.32261,0.20658
0.3814,0.038264,0.35295,0.22739
0.39692,0.06357,0.3317,0.20781
0.40991,0.066055,0.32104,0.20299
0.39811,0.06381,0.33206,0.20601
0.39963,0.063405,0.32914,0.20783
0.38062,0.06143,0.34411,0.21384
0.39652,0.063273,0.33031,0.2099
0.39765,0.064709,0.32983,0.20782
0.41757,0.064691,0.31762,0.20012
0.41121,0.064121,0.32794,0.19673
0.4135,0.065411,0.32615,0.19495
0.41513,0.06579,0.32577,0.19332
0.41846,0.067713,0.31797,0.19586
0.40964,0.065143,0.32644,0.19877
0.41175,0.065542,0.32508,0.19763
0.42121,0.067104,0.31732,0.19437
0.41904,0.066813,0.31988,0.19426
0.42629,0.068496,0.31417,0.19104
0.4109,0.06554,0.32587,0.19769
0.4076,0.062847,0.33414,0.19542
0.40437,0.063035,0.32654,0.20606
0.42151,0.066389,0.31725,0.19486
0.40811,0.064097,0.32572,0.20206
0.40686,0.064655,0.32652,0.20197
0.41076,0.06512,0.32391,0.20021
0.42165,0.065568,0.31637,0.19641
0.41852,0.065684,0.3201,0.19569
0.41207,0.065347,0.32433,0.19825
0.19488,0.032703,0.47411,0.2983
0.37704,0.039607,0.35366,0.22969
0.40981,0.06717,0.31869,0.20433
0.3911,0.062789,0.33207,0.21405
0.39295,0.063994,0.33096,0.2121
0.39173,0.062849,0.3266,0.21882
0.40243,0.064715,0.31774,0.21511
0.39887,0.063443,0.32538,0.21231
0.39492,0.063525,0.32836,0.21319
0.39161,0.061534,0.33076,0.21609
0.39878,0.062845,0.32598,0.2124
0.40156,0.063321,0.32304,0.21208
0.40982,0.065124,0.31855,0.20651
0.39923,0.062354,0.3246,0.21382
0.41484,0.063672,0.32131,0.20018
0.4142,0.042227,0.33517,0.2084
0.39224,0.062368,0.3335,0.21189
0.56286,0.089003,0.21193,0.13621
0.39233,0.063535,0.33458,0.20955
0.39331,0.06285,0.33612,0.20771
0.40626,0.064378,0.32718,0.20218
0.39895,0.063162,0.33079,0.20709
0.40101,0.063038,0.33719,0.19876
0.41672,0.067833,0.32337,0.19208
0.41004,0.066391,0.32734,0.19623
0.42111,0.067965,0.31878,0.19214
0.39697,0.062758,0.33712,0.20315
0.39978,0.064054,0.33557,0.20059
0.40693,0.065343,0.33093,0.1968
0.405,0.064651,0.33276,0.19759
0.40565,0.065531,0.32752,0.2013
0.39323,0.064935,0.32364,0.2182
0.39059,0.060806,0.32741,0.2212
